Category,Model,Model Year,Manufacturer,Fuel,All Electric Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Notes
Vocational/Cab Chassis,Silverado 3500 HD Cab Chassis,,Chevrolet,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 6.6L V8,
Pickup,Sliverado 2500/3500 HD,,Chevrolet,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 6.6L V8,
Transit Bus,e.COBUS,,COBUS Industries,Electric,,,,,,,,"","",,,,110,Siemens ELFA Electric Drive System,According to manufacturer: Lithium titanate batteries; 1-2 hours for full battery charge
School Bus,Type A Electric School Bus,,Collins Bus Corp.,Electric,,,,,,,,"","",,,,24,Motiv Power Systems EPIC 4 150kW electric motor,"Based on the Ford E-450 chassis. Electric power train developed and installed by Motiv Power Systems, a Ford-approved qualified vehicle modifier (QVM). According to Manufacturer: 85 miles range"
School Bus,Type A Electric School Bus,,Collins Bus Corp.,Electric,,,,,,,,"","",,,,12 + 1 wheelchair,Motiv Power Systems EPIC 4 150kW electric motor,"Based on the Ford E-450 chassis. Electric power train developed and installed by Motiv Power Systems, a Ford-approved qualified vehicle modifier (QVM). According to Manufacturer: 85 miles range"
Vocational/Cab Chassis,COE2,,Crane Carrier,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Vocational/Cab Chassis,LDT2,,Crane Carrier,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,""
Vocational/Cab Chassis,LET2,,Crane Carrier,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,""
Vocational/Cab Chassis,LET2 Crew Cab,,Crane Carrier,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,eBus22,,eBus,Electric,,,,,,,,"","",,,,22,"",According to manufacturer: 130 kWh lithium iron phosphate battery; up to 125  miles range
Street Sweeper,Broom Bear,,Elgin,CNG - Compressed Natural Gas,,,,,,,,Automatic,"",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Street Sweeper,Crosswind1,,Elgin,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,AXESS 35',,ENC,Hybrid - Diesel Electric,,,,,,,,"","Allison, Voith, ZF",,,,35,Cummins ISL 9L|Allison Transmission hybrid drive,""
Transit Bus,AXESS 35',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","Allison, Voith, ZF",,,,35,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,AXESS 40',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","Allison, Voith, ZF",,,,43,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,AXESS 40',,ENC,Hybrid - Diesel Electric,,,,,,,,"","Allison, Voith, ZF",,,,43,Cummins ISL 9L|Allison Transmission hybrid drive,""
Transit Bus,AXESS-FC 35',,ENC,Hydrogen Fuel Cell,,,,,,,,"",BAE,,,,35,"",""
Transit Bus,AXESS-FC 40',,ENC,Hydrogen Fuel Cell,,,,,,,,"",BAE,,,,43,"",""
Transit Bus,E-Z RIDER II 30',,ENC,Hybrid - Diesel Electric,,,,,,,,"","Allison, Voith, ZF",,,,31,Cummins ISL 9L|Cummins ISB6.7|Allison Transmission hybrid drive,""
Transit Bus,E-Z RIDER II 30',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","Allison, Voith, ZF",,,,31,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,E-Z RIDER II 32',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","Allison, Voith, ZF",,,,35,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,E-Z RIDER II 32',,ENC,Hybrid - Diesel Electric,,,,,,,,"","Allison, Voith, ZF",,,,35,Cummins ISL 9L|Cummins ISB6.7|Allison Transmission hybrid drive,""
Transit Bus,E-Z RIDER II 35',,ENC,Hybrid - Diesel Electric,,,,,,,,"","Allison, Voith, ZF",,,,41,Cummins ISB6.7|Cummins ISL 9L|Allison Transmission hybrid drive,""
Transit Bus,E-Z RIDER II 35',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","Allison, Voith, ZF",,,,41,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,XHF 29',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","",,,,29,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,XHF 33',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","",,,,32,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,XHF 35',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","",,,,41,Cummins Westport L9N 8.9L Near Zero,""
Vocational/Cab Chassis,"E350, E450 Cutaway",,Ford,Hybrid Electric,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,"E350, E450 Cutaway",,Ford,Propane - Bi-fuel|CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane,,,,,,,,"","",,,,"",Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",,Ford,Ethanol (E85)|CNG - Bi-fuel|Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",,Ford,Hybrid Electric,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,E-450 Box Truck,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,E450 Cutaway,,Ford,Electric,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
School Bus,E-450 School Bus,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Passenger Van/Shuttle Bus,E-450 Shuttle,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Step Van,E-450 Step Van,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,E450 Stripped Chassis,,Ford,Electric,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,E-450 Work Truck,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford E-450 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Passenger Van/Shuttle Bus,F-550 Bus,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford F-550 Cutaway Chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
School Bus,F-59 School Bus,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford F-59 stripped chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Passenger Van/Shuttle Bus,F-59 Shuttle Bus,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford F-59 stripped chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Step Van,F-59 Step Van,,Ford,Electric,,,,,,,,"","",,,,"","","Based on the Ford F-59 stripped chassis. This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas|CNG - Bi-fuel|E85/Electric,,,,,,,,"","",,,,"",Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,Hybrid Electric,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,Electric,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,F-650 Box Truck,,Ford,Electric,,,,,,,,Automatic,"",,,,"","","Based on the Ford F-650 cab/chassis. This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",,Ford,Biodiesel (B20),,,,,,,,"","",,,,"",Ford 6.7L V8,
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",,Ford,CNG - Compressed Natural Gas|Propane|Ethanol (E85)|CNG - Bi-fuel|Propane - Bi-fuel,,,,,,,,"","",,,,"",Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,Super Duty Chassis Cab F350,,Ford,Ethanol (E85),,,,,,,,"","",,,,"",Ford 7.3L V8|Ford 6.2L V8,""
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Propane - Bi-fuel|CNG - Compressed Natural Gas|Propane|CNG - Bi-fuel,,,,,,,,"","",,,,"",Ford 7.3L V8|Ford 6.2L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Hybrid Electric,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Biodiesel (B20),,,,,,,,"","",,,,"",Ford 6.7L V8,
Pickup,"Super Duty F250, F350, F450",,Ford,Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel|CNG - Bi-fuel,,,,,,,,"","",,,,"",Ford 6.2L V8|Ford 7.3L V8,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane or CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Pickup,"Super Duty F250, F350, F450",,Ford,Biodiesel (B20),,,,,,,,"","",,,,"",Ford 6.7L V8,
Pickup,"Super Duty F250, F350, F450",,Ford,Plug-in Hybrid Electric,,,,,,,,"","",,,,"",Ford 7.3L V8,This vehicle is available with a plug-in hybrid electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM).
Pickup,"Super Duty F250, F350, F450",,Ford,Hybrid Electric,,,,,,,,"","",,,,"",Ford 7.3L V8,"This vehicle is available with a hybrid electric power train developed and installed by a Ford-approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Van,Transit 250/350 Cargo Van,,Ford,Hybrid Electric,,,,,,,,"","",,,,"",Ford 3.5L V6,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Van,Transit 250/350 Cargo Van,,Ford,Electric,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Van,Transit 250/350 Cargo Van,,Ford,Ethanol (E85),,,,,,,,"","",,,,"",Ford 3.5L V6,For government order only
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Ethanol (E85),,,,,,,,"","",,,,"",Ford 3.5L V6,For government order only
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Electric,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Hybrid Electric,,,,,,,,"","",,,,"",Ford 3.5L V6,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,"Transit CC-CA 250, 350",,Ford,Hybrid Electric,,,,,,,,"","",,,,"",Ford 3.5L V6,"This vehicle is available with a hybrid electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,"Transit CC-CA 250, 350",,Ford,Electric,,,,,,,,"","",,,,"","","This vehicle is available with an electric power train developed and installed by an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
Vocational/Cab Chassis,Transit Cutaway/Chassis Cab,,Ford,Ethanol (E85),,,,,,,,"","",,,,"",Ford 3.5L V6,""
Vocational/Cab Chassis,114SD NG,,Freightliner,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","Allison, Eaton",,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,""
Tractor,Cascadia Natural Gas,,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Eaton,,,,"",Cummins Westport ISX12N 11.9L Near Zero,""
Vocational/Cab ChassisTractor,M2 112 NG,,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero,""
Vocational/Cab Chassis,MT-45 G Chassis,,Freightliner Custom Chassis,CNG - Compressed Natural Gas|Propane,,,,,,,,"","",,,,"",Freightliner Custom Chassis DriveForce 6.0L V8,
Vocational/Cab Chassis,MT-55 G Chassis,,Freightliner Custom Chassis,CNG - Compressed Natural Gas|Propane,,,,,,,,"","",,,,"",Freightliner Custom Chassis DriveForce 6.0L V8,
Vocational/Cab Chassis,S2G Truck,,Freightliner Custom Chassis,Propane,,,,,,,,"",Allison,,,,"",Freightliner Custom Chassis DriveForce 8.8L V8,
Transit Bus,"BRT, BRT Plus, Commuter",,Gillig,CNG - Compressed Natural Gas,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins Westport L9N 8.9L Near Zero,"According to manufacturer: Available in 29', 35', and 40' lengths."
Transit Bus,"BRT, BRT Plus, Commuter",,Gillig,Hybrid - Diesel Electric,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins ISB6.7|Cummins ISL 9L,"According to manufacturer: Available in 29', 35', and 40' lengths."
Transit Bus,"Low Floor, Low Floor Plus",,Gillig,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,"According to manufacturer: Available in 29', 35', and 40' lengths."
Transit Bus,"Low Floor, Low Floor Plus",,Gillig,Hybrid - Diesel Electric,,,,,,,,"","",,,,"","","According to manufacturer: Available in 29', 35', and 40' lengths."
Transit Bus,Low Floor Plus,,Gillig,Electric,,,,,,,,"","",,,,"",Cummins PowerDrive 7000 EV,"According to manufacturer: Available in 29', 35', and 40' lengths. 444 kWh battery and estimated 150 miles range."
Transit Bus,Trolley,,Gillig,Hybrid - Diesel Electric,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins ISB6.7|Cummins ISL 9L,"According to manufacturer: Available in 29', 35', and 40' lengths."
Transit Bus,Trolley,,Gillig,CNG - Compressed Natural Gas,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins Westport L9N 8.9L Near Zero,"According to manufacturer: Available in 29', 35', and 40' lengths."
Street Sweeper,M3 CNG,,Global,CNG - Compressed Natural Gas,,,,,,,,"",Global,,,,"",GMC 5.7L V8,
Street Sweeper,M3 SUPERCHARGED,,Global,Electric,,,,,,,,"",Global,,,,"",US Hybrid AC Induction with Integrated Gear Reduction 120kW electric motor,"According to manufacturer: Available with 120kW, 160kW, or 200kW electric motor; up to 11 hours operation per charge"
Street Sweeper,M4 CNG,,Global,CNG - Compressed Natural Gas,,,,,,,,"",Global,,,,"",Cummins Westport L9N 8.9L Near Zero,
Street Sweeper,M4 Hybrid,,Global,Hybrid - Diesel Electric,,,,,,,,"",Global,,,,"",Cummins ISB6.7,
Street Sweeper,M4 SUPERCHARGED,,Global,Electric,,,,,,,,"",Global,,,,"",US Hybrid AC Induction with Integrated Gear Reduction 120kW electric motor,"According to manufacturer: Available with 120kW, 160kW, or 200kW electric motor; up to 11 hours operation per charge"
Van,Savana 2500/3500,,GMC,Propane - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|CNG - Bi-fuel,,,,,,,,"","",,,,"",GMC 6.0L V8,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane or natural gas operation."
Passenger Van/Shuttle Bus,Savana 2500/3500,,GMC,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 2.8L I4,""
Van,Savana 2500/3500,,GMC,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 2.8L I4,""
Passenger Van/Shuttle Bus,Savana 2500/3500,,GMC,Ethanol (E85)|CNG - Bi-fuel|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,,,,,"","",,,,"",GMC 6.0L V8,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane or natural gas operation."
Vocational/Cab Chassis,Savana 3500/4500 Cutaway,,GMC,Ethanol (E85)|CNG - Bi-fuel|Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",GMC 6.0L V8,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane or natural gas operation."
Pickup,Sierra 2500/3500 HD,,GMC,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 6.6L V8,
Vocational/Cab Chassis,Sierra 3500 HD Cab Chassis,,GMC,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 6.6L V8,
Vocational/Cab Chassis,"G1, G2",,Greenkraft,CNG - Compressed Natural Gas|Propane,,,,,,,,"","GM, Allison",,,,"",GMC 6.0L V8,""
Vocational/Cab Chassis,"G3, G4",,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,"",GMC 8.0L V8,""
Passenger Van/Shuttle Bus,AV Star,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,Up to 21,Dana TM4 150kW,According to manufacturer: ADA wheelchair lift; 118kWh battery; up to 150 miles range
School Bus,BEAST,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,90,Dana TM4 150kW,According to manufacturer: 194kWh battery; up to 150 miles range
Transit Bus,EV250,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,21 + 2 wheelchair,Prestolite 160kW electric motor,According to manufacturer: 260kWh battery; 140 miles range
Transit Bus,EV350,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,40 + 2 wheelchair,Prestolite 350kW electric motor,According to manufacturer: Up to 400kWh battery;  200+ miles range
Transit Bus,EV550,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,Up to 99,Siemens electric motor,According to manufacturer: Up to 600kWh battery;  175+ miles range
Passenger Van/Shuttle Bus,EV Star,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,Up to 21,Dana TM4 150kW,According to manufacturer: 118kWh battery; up to 150 miles range
Passenger Van/Shuttle Bus,EV Star+,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,24,Dana TM4 150kW,According to manufacturer: 118kWh battery; up to 150 miles range
Van,EV Star Cargo,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,"",Dana TM4 150kW,"According to manufacturer: GVWR 14,330 lbs; 118kWh battery; up to 150 miles range"
Vocational/Cab ChassisVan,EV Star Cargo+,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,"",Dana TM4 150kW,"Box van based on chassis/cab. According to manufacturer: GVWR 14,330 lbs; 118kWh battery; up to 150 miles range"
Vocational/Cab Chassis,EV Star CC,,GreenPower Motor Company,Electric,,,,,,,,"","",,,,"",Dana TM4 150kW,"According to manufacturer: GVWR 14,330 lbs; 118kWh battery; up to 150 miles range"
Refuse,"Front Loader: Half/Pack, Half/Pack Freedom, Half/Pack Sierra, Half/Pack Low Rider",,Heil Environmental,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Refuse,"Rear Loader: PowerTrak, PowerTrak Plus, DuraPack 4060 and 5000, PT 1000",,Heil Environmental,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Refuse,"Roll Off Hoists: DuraLift, KwikLift, LowLift",,Heil Environmental,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,
Refuse,"Side Loader: Command-SST, DuraPack Python and Rapid Rail, Liberty and MultiPack Automated",,Heil Environmental,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Vocational/Cab Chassis,"155, 155DC Cab-Over",,Hino,Biodiesel (B20),,,,,,,,"",Aisin,,,,"",Hino JO5E-TP 5L,"According to manufacturer: 14,500 GVWR, DC = Double Cab"
Vocational/Cab Chassis,"195, 195DC Cab-Over",,Hino,Biodiesel (B20),,,,,,,,"",Aisin,,,,"",Hino JO5E-TP 5L,"According to manufacturer: 19,500 GVWR, DC = Double Cab"
Vocational/Cab Chassis,"195h, 195hDC Hybrid Cab-Over",,Hino,Hybrid - Diesel Electric,,,,,,,,"",Aisin,,,,"",Hino JO5E-UG 5L|Hino Hybrid Drive,"According to manufacturer: 19,500 GVWR, DC = Double Cab"
Vocational/Cab Chassis,238 Conventional,,Hino,Biodiesel (B20),,,,,,,,"",Allison,,,,"",Hino JO8E-WU 8L,"According to manufacturer: 23,000 GVWR"
Vocational/Cab Chassis,"258LP, 258ALP Conventional",,Hino,Biodiesel (B20),,,,,,,,"",Allison 2200,,,,"",Hino JO8E-WU 8L,"According to manufacturer: 25,500 GVWR"
Vocational/Cab Chassis,"268, 268A Conventional",,Hino,Biodiesel (B20),,,,,,,,"",Allison 2200,,,,"",Hino JO8E-WU 8L,"According to manufacturer: 25,950 GVWR"
Vocational/Cab Chassis,338 Conventional,,Hino,Biodiesel (B20),,,,,,,,"",Allison 2200,,,,"",Hino JO8E-VB 8L,"According to manufacturer: 33,000 GVWR"
Vocational/Cab Chassis,L6 Conventional,,Hino,Biodiesel (B20),,,,,,,,"",Allison 2200,,,,"",Hino JO8E-WU 8L,"According to manufacturer: 23,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab"
Vocational/Cab Chassis,L7 Conventional,,Hino,Biodiesel (B20),,,,,,,,"",Allison 2500,,,,"",Hino JO8E-VB 8L,"According to manufacturer: 33,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab"
Vocational/Cab Chassis,M4 Cab-Over,,Hino,Biodiesel (B20),,,,,,,,"",Aisin A465 HD,,,,"",Hino JO5E-TP 5L,"According to manufacturer: 14,500 GVWR; available in Day Cab or Crew Cab
"
Vocational/Cab Chassis,M5 Cab-Over,,Hino,Biodiesel (B20),,,,,,,,"",Aisin A465 HD,,,,"",Hino JO5E-TP 5L,"According to manufacturer: 19,500 GVWR; available in Day Cab or Crew Cab
"
TractorVocational/Cab Chassis,XL7 Conventional,,Hino,Biodiesel (B20),,,,,,,,"",Allison 3000,,,,"",Hino AO9 9L,"According to manufacturer: 33,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab
"
TractorVocational/Cab Chassis,XL8 Conventional,,Hino,Biodiesel (B20),,,,,,,,"",Allison 3000,,,,"",Hino AO9 9L,"According to manufacturer: 34,200-66,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab"
Transit Bus,View,,Hometown Coach,CNG - Compressed Natural Gas|Propane,,,,,,,,"",Allison PTS 2200 or Ford 5-speed OD,,,,42,Ford 7.3L V8,"According to manufacturer: Based on Ford 550 chassis, available in 32' and 36' lengths; 24,000 GVWR"
Passenger Van/Shuttle Bus,Carriage trolley,,Hometown Trolley,Propane|CNG - Compressed Natural Gas,,,,,,,,"",MYD 6-speed automatic,,,,24,GMC 6.0L V8|Ford 6.8L V10,
Passenger Van/Shuttle Bus,Carriage trolley,,Hometown Trolley,Electric,,,,,,,,"","",,,,24,Motiv Power Systems Ford,"Based on the Ford F-53 stripped chassis. Electric power train developed and installed by Motiv Power Systems, a Ford-approved qualified vehicle modifier (QVM). According to Manufacturer: 120-140 miles range."
Passenger Van/Shuttle Bus,Streetcar,,Hometown Trolley,Hybrid - Diesel Electric,,,,,,,,"",Allison B300,,,,48,Cummins ISB6.7,
Passenger Van/Shuttle Bus,Villager,,Hometown Trolley,Propane|CNG - Compressed Natural Gas,,,,,,,,"",Allison or Ford automatic,,,,40,Ford 6.8L V10,
Passenger Van/Shuttle Bus,Villager,,Hometown Trolley,Biodiesel (B20)|Hybrid - Diesel Electric,,,,,,,,"",Allison or Ford automatic,,,,40,Cummins ISB6.7,
School Bus,CE Series,,IC Bus,Propane,,,,,,,,"","Allison, Eaton",,,,78,Powertrain Solutions International (PSI) 8.8L,
Passenger Van/Shuttle Bus,CE Series,,IC Bus,Propane,,,,,,,,"","Allison, Eaton",,,,77,Powertrain Solutions International (PSI) 8.8L,""
